UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-EM-DAT-FL-1995-0001,1995-09-01,1995-09-20,19,Riverine flood,"Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1995-0228
UEI-EM-DAT-FL-1995-0002,1995-09-05,1995-09-08,3,Riverine flood,Sikkim state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1995-0485
UEI-EM-DAT-FL-1995-0003,1995-10-23,1995-10-23,0,Riverine flood,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1995-0491
UEI-EM-DAT-FL-1996-0001,1996-08-23,1996-08-23,0,NA,Jammu & Kashmir state,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0181
UEI-EM-DAT-FL-1996-0002,1996-07-11,1996-07-11,0,NA,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0183
UEI-EM-DAT-FL-1996-0003,1996-10-21,1996-10-25,4,Riverine flood,"Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0245
UEI-EM-DAT-FL-1996-0004,1996-07-10,1996-07-24,14,Riverine flood,"West Bengal, Arunachal Pradesh, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0496
UEI-EM-DAT-FL-1996-0005,1996-08-25,1996-09-01,7,NA,"Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0501
UEI-EM-DAT-FL-1996-0006,1996-07-17,1996-08-10,24,Riverine flood,"Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1996-0503
UEI-EM-DAT-FL-1997-0001,1997-08-08,1997-08-14,6,Riverine flood,"Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0170
UEI-EM-DAT-FL-1997-0002,1997-08-22,1997-08-22,0,Coastal flood,Coastal districts of West Bengal  (no better info),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0182
UEI-EM-DAT-FL-1997-0003,/09/1997,/09/1997,Diffing the dates,NA,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0260
UEI-EM-DAT-FL-1997-0004,1997-06-22,1997-06-28,6,Riverine flood,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0337
UEI-EM-DAT-FL-1997-0005,/08/1997,/08/1997,Diffing the dates,NA,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0348
UEI-EM-DAT-FL-1997-0006,1997-09-19,1997-09-24,5,Riverine flood,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1997-0357
UEI-EM-DAT-FL-1998-0001,/08/1998,/08/1998,Diffing the dates,NA,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1998-0392
UEI-EM-DAT-FL-1998-0002,1998-09-16,1998-09-18,2,Flash flood,"Gujarat, Maharashtra states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1998-0449
UEI-EM-DAT-FL-1998-0003,1998-09-20,1998-09-20,0,NA,"Andhra Pradesh, Hyderabad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1998-0450
UEI-EM-DAT-FL-1999-0001,1999-07-11,1999-08-03,23,Riverine flood,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1999-0213
UEI-EM-DAT-FL-1999-0002,/09/1999,/09/1999,Diffing the dates,NA,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1999-0371
UEI-EM-DAT-FL-2000-0001,2000-06-10,2000-06-10,0,Flash flood,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),

",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0332
UEI-EM-DAT-FL-2000-0002,/07/2000,/07/2000,Diffing the dates,Flash flood,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0444
UEI-EM-DAT-FL-2000-0003,2000-08-02,2000-08-30,28,Riverine flood,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0445
UEI-EM-DAT-FL-2000-0004,2000-08-23,2000-08-31,8,Flash flood,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0534
UEI-EM-DAT-FL-2000-0005,2000-09-18,2000-10-21,33,Riverine flood,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0610
UEI-EM-DAT-FL-2000-0006,2000-10-19,2000-10-19,0,NA,North 24 Parganas district (West Bengal province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2000-0738
UEI-EM-DAT-FL-2001-0001,2001-06-05,2001-06-22,17,Riverine flood,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0243
UEI-EM-DAT-FL-2001-0002,2001-07-08,2001-07-10,2,Riverine flood,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0332
UEI-EM-DAT-FL-2001-0003,/06/2001,/06/2001,Diffing the dates,NA,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0349
UEI-EM-DAT-FL-2001-0004,2001-07-04,2001-07-16,12,Riverine flood,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0387
UEI-EM-DAT-FL-2001-0005,/08/2001,/08/2001,Diffing the dates,Riverine flood,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0465
UEI-EM-DAT-FL-2001-0006,/08/2001,/08/2001,Diffing the dates,NA,Delhi province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0502
UEI-EM-DAT-FL-2001-0007,2001-08-20,2001-08-20,0,NA,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0515
UEI-EM-DAT-FL-2001-0008,/09/2001,/09/2001,Diffing the dates,Flash flood,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0527
UEI-EM-DAT-FL-2001-0009,2001-09-07,2001-09-24,17,NA,"Saran, Gopalganj districts (Bihar province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2001-0794
UEI-EM-DAT-FL-2002-0001,2002-06-21,2002-08-28,68,Riverine flood,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0374
UEI-EM-DAT-FL-2002-0002,2002-08-11,2002-08-13,2,Riverine flood,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0490
UEI-EM-DAT-FL-2002-0003,2002-08-20,2002-08-20,0,Riverine flood,Balaghat district (Madhya Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0539
UEI-EM-DAT-FL-2002-0004,2002-09-03,2002-09-06,3,Riverine flood,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0568
UEI-EM-DAT-FL-2002-0005,2002-10-10,2002-10-16,6,Riverine flood,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0650
UEI-EM-DAT-FL-2002-0006,2002-10-01,2002-10-01,0,NA,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2002-0729
UEI-EM-DAT-FL-2003-0001,2003-06-11,2003-10-10,121,Riverine flood,"Assam, Bihar, Tripura, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0283
UEI-EM-DAT-FL-2003-0002,2003-07-15,2003-09-01,48,Riverine flood,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0387
UEI-EM-DAT-FL-2003-0003,2003-08-27,2003-10-20,54,Riverine flood,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0683
UEI-EM-DAT-FL-2003-0004,2003-07-16,2003-07-16,0,Flash flood,Kullu district (Himachal Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0719
UEI-EM-DAT-FL-2003-0005,2003-08-07,2003-08-07,0,Flash flood,"Solang village (Kullu district, Himachal Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0720
UEI-EM-DAT-FL-2003-0006,2003-09-10,2003-09-10,0,Riverine flood,Uttar Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2003-0775
UEI-EM-DAT-FL-2004-0001,2004-04-10,2004-04-14,4,Riverine flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0178
UEI-EM-DAT-FL-2004-0002,2004-06-20,/08/2004,Diffing the dates,Riverine flood,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0298
UEI-EM-DAT-FL-2004-0003,2004-06-09,2004-06-11,2,Riverine flood,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0321
UEI-EM-DAT-FL-2004-0004,2004-09-20,2004-09-22,2,Flash flood,"Uttar Pradesh, Himachal Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0489
UEI-EM-DAT-FL-2004-0005,2004-10-07,2004-10-18,11,Flash flood,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0509
UEI-EM-DAT-FL-2004-0006,2004-08-01,2004-09-08,38,Riverine flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2004-0734
UEI-EM-DAT-FL-2005-0001,2005-05-27,2005-05-27,0,Riverine flood,Mokokchung district (Nagaland province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0314
UEI-EM-DAT-FL-2005-0002,2005-06-28,2005-07-15,17,Riverine flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0335
UEI-EM-DAT-FL-2005-0003,2005-07-09,2005-07-09,0,Riverine flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0354
UEI-EM-DAT-FL-2005-0004,2005-06-26,2005-06-29,3,Riverine flood,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0361
UEI-EM-DAT-FL-2005-0005,2005-07-07,2005-07-28,21,Riverine flood,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0375
UEI-EM-DAT-FL-2005-0006,2005-07-02,2005-07-15,13,Riverine flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0398
UEI-EM-DAT-FL-2005-0007,2005-07-10,2005-07-10,0,Riverine flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0399
UEI-EM-DAT-FL-2005-0008,2005-07-24,2005-08-05,12,Riverine flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0409
UEI-EM-DAT-FL-2005-0009,2005-08-26,2005-08-28,2,Flash flood,Azamgarh district (Uttar Pradesh province),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0471
UEI-EM-DAT-FL-2005-0010,2005-07-23,2005-08-16,24,Riverine flood,"Karnataka, Andhra Pradesh provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0504
UEI-EM-DAT-FL-2005-0011,2005-09-16,2005-09-19,3,Riverine flood,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0539
UEI-EM-DAT-FL-2005-0012,2005-09-14,2005-09-20,6,Riverine flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0541
UEI-EM-DAT-FL-2005-0013,2005-10-21,2005-10-24,3,Riverine flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0599
UEI-EM-DAT-FL-2005-0014,2005-09-22,2005-10-11,19,Riverine flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0603
UEI-EM-DAT-FL-2005-0015,2005-10-23,2005-11-13,21,Riverine flood,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0627
UEI-EM-DAT-FL-2005-0016,2005-12-02,2005-12-03,1,Riverine flood,Tamil Nadu province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0677
UEI-EM-DAT-FL-2005-0017,2005-07-05,2005-08-14,40,Riverine flood,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2005-0746
UEI-EM-DAT-FL-2006-0001,2006-04-15,2006-04-18,3,Flash flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",NA,NA,17.43,82.81,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0207
UEI-EM-DAT-FL-2006-0002,2006-05-31,2006-07-24,54,Riverine flood,"Assam, Tripura provinces",NA,NA,26.6,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0262
UEI-EM-DAT-FL-2006-0003,2006-05-25,2006-06-02,8,Riverine flood,Kerala province,NA,NA,10.54,76.05,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0263
UEI-EM-DAT-FL-2006-0004,2006-05-31,2006-06-04,4,Riverine flood,"Maharashtra, Gujarat provinces",NA,NA,18.73,75.23,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0265
UEI-EM-DAT-FL-2006-0005,2006-06-24,2006-06-27,3,Riverine flood,"Ballia, Chandauli districts (Uttar Pradesh province)",NA,NA,25.62,83.67,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0342
UEI-EM-DAT-FL-2006-0006,2006-07-04,2006-07-07,3,Riverine flood,"Navsari, The Dangs districts (Gujarat)",NA,NA,22.41,71.31,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0369
UEI-EM-DAT-FL-2006-0007,2006-07-03,2006-07-08,5,Riverine flood,"Gajapati, Rayagada districts (Orissa province)",NA,NA,19.17,83.65,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0370
UEI-EM-DAT-FL-2006-0008,2006-07-24,2006-08-22,29,Riverine flood,Jammu and Kashmir provinces,NA,NA,34.61,73.2,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0389
UEI-EM-DAT-FL-2006-0009,2006-07-28,2006-09-12,46,Riverine flood,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",NA,NA,20.19,73.82,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0417
UEI-EM-DAT-FL-2006-0010,/08/2006,/08/2006,Diffing the dates,Riverine flood,Gujarat province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0443
UEI-EM-DAT-FL-2006-0011,2006-08-18,2006-09-02,15,Riverine flood,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0469
UEI-EM-DAT-FL-2006-0012,2006-08-31,2006-09-11,11,Flash flood,Jammu and Kashmir provinces,NA,NA,32.89,73.88,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0548
UEI-EM-DAT-FL-2006-0013,2006-08-29,2006-09-04,6,Riverine flood,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",NA,NA,27.59,81.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0549
UEI-EM-DAT-FL-2006-0014,2006-10-26,2006-11-04,9,Riverine flood,"Tamil Nadu, Andhra Pradesh provinces",NA,NA,14.13,79.93,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0601
UEI-EM-DAT-FL-2006-0015,2006-08-01,2006-09-10,40,Riverine flood,"Orissa, Andhra Pradesh, Chhattisgarh provinces",NA,NA,18.1,81.53,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0712
UEI-EM-DAT-FL-2006-0016,2006-03-09,2006-03-10,1,Riverine flood,"Madhya Pradesh, Maharashtra, Rajasthan provinces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0731
UEI-EM-DAT-FL-2006-0017,2006-10-01,2006-10-01,0,Flash flood,Madhya Pradesh province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2006-0734
UEI-EM-DAT-FL-2007-0001,2007-06-18,2007-06-26,8,Riverine flood,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",NA,NA,26.26,94.02,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0225
UEI-EM-DAT-FL-2007-0002,2007-07-01,2007-07-13,12,Riverine flood,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",NA,NA,22.02,72.25,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0238
UEI-EM-DAT-FL-2007-0003,2007-07-01,2007-07-06,5,Riverine flood,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",NA,NA,21.03,77.52,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0239
UEI-EM-DAT-FL-2007-0004,2007-06-30,2007-07-13,13,Riverine flood,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",NA,NA,20.05,81.86,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,2007-0240
